MATERIAL-V3.0
6
                              Si                    2.328000e+00
                          G4_AIR                    1.204790e-03
                            LYSO                    7.100000e+00
                             CZT                    5.800000e+00
            G4_CADMIUM_TELLURIDE                    6.200000e+00
                     G4_Galactic                    1.000000e-25
